year,reporting_state,consulate_country,income_group,region,apps,issued,not_issued,refusal_rate
2015,Czechia,Ukraine,Lower middle income,Europe & Central Asia,65729,62893,2816,0.04285562099560182
2015,Czechia,China,Upper middle income,East Asia & Pacific,29033,28960,66,0.0022738234686143456
2015,Czechia,Türkiye,Upper middle income,Europe & Central Asia,15604,15312,275,0.017642907551164433
2015,Czechia,India,Lower middle income,South Asia,12744,11682,1060,0.08318945220530528
2015,Czechia,Belarus,Upper middle income,Europe & Central Asia,11868,11853,13,0.0010955671666947582
2015,Czechia,Azerbaijan,Upper middle income,Europe & Central Asia,8445,8092,353,0.04179988158673772
2015,Czechia,Kazakhstan,Upper middle income,Europe & Central Asia,6881,6800,81,0.011771544833599767
2015,Czechia,Georgia,Upper middle income,Europe & Central Asia,6704,5518,1184,0.17666368248284095
2015,Czechia,Kuwait,High income,Middle East & North Africa,6171,6142,23,0.00373073803730738
2015,Czechia,Thailand,Upper middle income,East Asia & Pacific,5835,5783,52,0.008911739502999142
2015,Czechia,Lebanon,Lower middle income,Middle East & North Africa,4653,4221,379,0.08239130434782609
2015,Czechia,Iraq,Upper middle income,Middle East & North Africa,3657,2792,703,0.2011444921316166
2015,Czechia,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,3413,2595,783,0.23179396092362345
2015,Czechia,United Arab Emirates,High income,Middle East & North Africa,3307,3075,187,0.05732679337829552
2015,Czechia,Armenia,Upper middle income,Europe & Central Asia,3150,2812,338,0.1073015873015873
2015,Czechia,Saudi Arabia,High income,Middle East & North Africa,3012,2947,45,0.015040106951871657
2015,Czechia,Mongolia,Lower middle income,East Asia & Pacific,2641,2152,489,0.18515713744793638
2015,Czechia,Uzbekistan,Lower middle income,Europe & Central Asia,2476,2383,88,0.035613112100364226
2015,Czechia,United Kingdom,High income,Europe & Central Asia,2239,2102,78,0.03577981651376147
2015,Czechia,South Africa,Upper middle income,Sub-Saharan Africa,2019,1957,60,0.029747149231531978
2015,Czechia,United States,High income,North America,1661,1643,5,0.003033980582524272
2015,Czechia,Philippines,Lower middle income,East Asia & Pacific,1606,1557,49,0.030510585305105854
2015,Czechia,"Iran, Islamic Rep.",Lower middle income,Middle East & North Africa,1350,1126,197,0.14890400604686319
2015,Czechia,Indonesia,Upper middle income,East Asia & Pacific,1287,1284,3,0.002331002331002331
2015,Czechia,Vietnam,Lower middle income,East Asia & Pacific,1209,964,245,0.20264681555004135
2015,Czechia,Ghana,Lower middle income,Sub-Saharan Africa,1200,588,612,0.51
2015,Czechia,Pakistan,Lower middle income,South Asia,1011,552,421,0.43268242548818087
2015,Czechia,Jordan,Lower middle income,Middle East & North Africa,971,905,30,0.03208556149732621
2015,Czechia,Algeria,Lower middle income,Middle East & North Africa,964,744,215,0.22419186652763295
2015,Czechia,Tunisia,Lower middle income,Middle East & North Africa,864,758,106,0.12268518518518519
2015,Czechia,North Macedonia,Upper middle income,Europe & Central Asia,730,20,165,0.8918918918918919
2015,Czechia,Nigeria,Lower middle income,Sub-Saharan Africa,644,457,178,0.2803149606299213
2015,Czechia,Israel,High income,Middle East & North Africa,548,521,24,0.044036697247706424
2015,Czechia,Serbia,Upper middle income,Europe & Central Asia,406,342,10,0.028409090909090908
2015,Czechia,Morocco,Lower middle income,Middle East & North Africa,392,317,75,0.1913265306122449
2015,Czechia,Canada,High income,North America,375,371,4,0.010666666666666666
2015,Czechia,Ireland,High income,Europe & Central Asia,364,361,2,0.005509641873278237
2015,Czechia,Cuba,Upper middle income,Latin America & Caribbean,323,283,40,0.1238390092879257
2015,Czechia,Ethiopia,Low income,Sub-Saharan Africa,298,236,56,0.1917808219178082
2015,Czechia,Peru,Upper middle income,Latin America & Caribbean,293,288,5,0.017064846416382253
2015,Czechia,Romania,High income,Europe & Central Asia,292,291,1,0.003424657534246575
2015,Czechia,Bulgaria,Upper middle income,Europe & Central Asia,280,258,22,0.07857142857142857
2015,Czechia,Moldova,Upper middle income,Europe & Central Asia,201,201,0,0
2015,Czechia,Australia,High income,East Asia & Pacific,197,197,0,0
2015,Czechia,Croatia,High income,Europe & Central Asia,192,189,3,0.015625
2015,Czechia,Japan,High income,East Asia & Pacific,181,181,0,0
2015,Czechia,Slovak Republic,High income,Europe & Central Asia,162,1,1,0.5
2015,Czechia,Malaysia,Upper middle income,East Asia & Pacific,140,127,12,0.08633093525179857
2015,Czechia,Germany,High income,Europe & Central Asia,59,9,8,0.47058823529411764
2015,Czechia,Afghanistan,Low income,South Asia,56,20,0,0
2015,Czechia,Austria,High income,Europe & Central Asia,54,1,1,0.5
2015,Czechia,"Taiwan, China",High income,East Asia & Pacific,54,53,0,0
2015,Czechia,"Korea, Rep.",High income,East Asia & Pacific,50,49,1,0.02
2015,Czechia,Syrian Arab Republic,Low income,Middle East & North Africa,50,45,3,0.0625
2015,Czechia,Brazil,Upper middle income,Latin America & Caribbean,44,33,11,0.25
2015,Czechia,Mexico,Upper middle income,Latin America & Caribbean,37,34,3,0.08108108108108109
2015,Czechia,Bosnia and Herzegovina,Upper middle income,Europe & Central Asia,32,30,0,0
2015,Czechia,Argentina,Upper middle income,Latin America & Caribbean,14,14,0,0
2015,Czechia,Belgium,High income,Europe & Central Asia,13,3,0,0
2015,Czechia,Chile,High income,Latin America & Caribbean,13,13,0,0
2015,Czechia,"Korea, Dem. People's Rep.",Low income,East Asia & Pacific,10,5,5,0.5
2015,Czechia,Poland,High income,Europe & Central Asia,7,6,1,0.14285714285714285
2015,Czechia,Sweden,High income,Europe & Central Asia,4,3,0,0
2015,Czechia,Albania,Upper middle income,Europe & Central Asia,2,2,0,0
2015,Czechia,Greece,High income,Europe & Central Asia,2,2,0,0
2015,Czechia,Spain,High income,Europe & Central Asia,1,1,0,0
2015,Denmark,China,Upper middle income,East Asia & Pacific,30746,29920,307,0.010156482614880736
2015,Denmark,India,Lower middle income,South Asia,12111,11675,236,0.019813617664343884
2015,Denmark,Russian Federation,Upper middle income,Europe & Central Asia,9737,9580,81,0.00838422523548287
2015,Denmark,Thailand,Upper middle income,East Asia & Pacific,9354,8857,458,0.049168008588298444
2015,Denmark,Türkiye,Upper middle income,Europe & Central Asia,7219,6475,545,0.07763532763532764
2015,Denmark,Ukraine,Lower middle income,Europe & Central Asia,6741,6437,239,0.03579988016776513
2015,Denmark,United Kingdom,High income,Europe & Central Asia,5516,5453,11,0.002013177159590044
2015,Denmark,Philippines,Lower middle income,East Asia & Pacific,4817,4394,341,0.0720168954593453
2015,Denmark,Ghana,Lower middle income,Sub-Saharan Africa,2766,1717,815,0.32187993680884674
2015,Denmark,South Africa,Upper middle income,Sub-Saharan Africa,2763,2733,29,0.010499637943519189
2015,Denmark,United States,High income,North America,2669,2601,5,0.001918649270913277
2015,Denmark,"Iran, Islamic Rep.",Lower middle income,Middle East & North Africa,2600,1807,781,0.3017774343122102
2015,Denmark,Indonesia,Upper middle income,East Asia & Pacific,2565,2531,9,0.003543307086614173
2015,Denmark,Singapore,High income,East Asia & Pacific,2431,2414,5,0.002066969822240595
